"Room","Pos_x","Pos_y","Pos_z","Or_x","Or_y","Or_z","Or_w"
palestra,2.3201494606344912,1.7042523758715002,0.0,0.0,0.0,0.7274256683143948,0.6861864885563954
foto,0.7280967234121397,-3.6667618943964815,0.0,0.0,0.0,-0.06457831206790732,0.997912642274092
sala,-0.02240631327464616,-0.06580093696704481,0.0,0.0,0.0,-0.0012917653772116628,0.9999991656707571
letto,-6.280641279231467,0.04387349195270724,0.0,0.0,0.0,0.995144802053134,0.09842165893048474
